Series Name,Series Code,Country Name,Country Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975]
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Denmark,DNK,..,1.12428584664882,7.66793351091879,4.16214345185472,0.36387453868222,-1.10067098319484,2.46670057625106,1.08780490285887,2.49983169836595,0.61075067778712,1.86415567840611,0.197410828523168,-5.00312031968255,3.93792637361734,-3.56794135328118,1.17142791849018,0.617279543987987,3.68799602330786,0.841695783435796,4.8451921902896,-3.49390841296769,0.542449723524164,2.47818532882922,5.63216582111414,21.953462505758,9.47109737269096,3.77361587089095,1.61143462898397,0.412544985702369,2.23936020307567,3.20872011819629,1.19680703488165,0.665103396781416,1.1154689515624,0.819103498829799,0.970121903558007,0.435638987784019,0.0775399751158817,0.186061275024497,0.177900897607028,-0.0260865149259739,0.0996679021941877,0.222770818542788,0.161819630047819,0.147038281949019,0.318061665289188,0.148316881784516,0.152478619479977,-0.427596039261636,0.660437489852973
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Greece,GRC,..,1.93926040548242,3.63119902887991,2.80914754352091,1.72637818314203,2.41172201156202,1.88723349665644,1.7162955046024,1.3975055397238,0.652184629866422,1.15314480305525,1.24506178790059,0.695897838082299,0.385622565634744,0.179789223267027,0.846404808815716,1.6328960526629,0.622837777539062,2.01112523714783,0.284127006962334,0.914091172780162,0.715017038222185,0.0227485404811931,0.00151553151660003,-0.00651674495547755,0.0603079297166702,0.050998184830191,0.709107072596583,0.742440592629103,0.780146702751379,0.853191390471272,0.910567673128218,0.998183564137125,1.09470538665989,1.0411315622269,0.963263619811844,1.20610723549795,1.05499521543635,0.847191700685449,0.947922748071888,1.02424079534783,0.900671762588572,0.809530972971806,1.00739161324321,1.19915937654188,1.14101447101379,0.980426281350451,1.0848516438207,0.992853013055033,0.0853208087342758
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,France,FRA,..,0.288462113991059,3.91856445477022,3.30405312221271,0.731471704018579,1.96486943301562,2.78594184568695,1.68928072199317,1.44200321416196,1.76596182973896,0.176974174772525,1.18823404938295,1.22790071519382,1.54005293306163,1.46961673029144,0.682311492843149,2.32326700027606,3.15449449926763,3.40646118259264,3.88373065839251,1.68777447237363,2.30782482603352,3.45413596292303,3.65899790543178,3.04117027418416,3.09171602103703,1.97196226741528,1.59017858585612,1.37419707227679,1.48796470785063,1.1399094845552,1.5789947240431,1.57156807831079,1.20359034786282,1.0482480186712,1.01342545346103,0.839896512746875,0.554852756526202,0.425633765361723,0.474304324785623,0.456730858975029,0.311855278090612,0.274200890147366,0.405399422026104,0.472661675842858,0.425555763573006,0.492594800818636,0.466188695074864,0.265252075200029,0.438322409204264
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,..,0.787065923393109,1.48921120524648,1.41217101040888,2.40620322673636,1.78482633957161,1.55821483801456,1.50731583255894,1.9373641224439,2.09211521443253,1.69565958990807,1.5162764665975,1.31293453035324,2.0020634629993,1.6350340943491,2.6515903323548,3.62052323540171,2.07339404668754,2.13016842534495,0.886098378458823,0.765596855110284,0.605887857091794,1.01156946489919,1.05638020993358,0.765211694280819,0.472644191458928,0.625286204187866,0.860208959660141,0.617479351603705,0.594986329567619,0.297386581392873,0.197056426383431,0.0959419487133591,0.0272255401825463,0.0737400205365026,0.085156820591001,0.0307664119671983,0.0760911990543139,0.0472837841556693,0.0456278399036275,0.00906872806015982,0.00258404858226026,0.035911504129649,0.0475059950934485,0.0424840892344642,0.0317460436775607,0.0131753054300397,-0.0296822758224169,-0.00750262532831522,-0.0104862850298618
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Jordan,JOR,..,1.65363674693672,2.56620402018028,1.34316062049226,1.73975978294192,1.63970565115644,2.20177686575576,4.87814133167977,3.89285142868971,4.1472022917494,5.91204890205889,5.64977168714591,4.89480688682321,5.03335872688493,6.22247566973912,9.83417874476551,12.4753075049094,15.3248262609959,23.5372913427131,15.7636461414359,8.20922270699181,5.36472671434698,2.48601734100151,3.04850514227072,10.7940053678297,1.93828634719554,3.9181432493137,4.9812158137543,0.223959605831094,0.197813411584189,0.045776079316656,-0.598396989551085,0.766783016836771,-0.273621540083886,0.904951524213932,-0.0319754993738755,0.378047444132852,0.584626431164094,0.355420633365062,0.499617908099627,1.56000207743872,0.708531657284778,1.269578850264,3.2120334823813,0.865224006621851,0.806117201635131,2.16859277506413,0.535594802548268,-0.440761194880875,1.88116737161573
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,..,0.886178381860919,1.49617378306838,1.21315499855807,0.533043337613518,0.58339386057331,0.706084799750036,1.10364025144874,0.80712561488255,0.279944815832785,0.624700011881538,0.93143827823753,0.743001113839527,0.779787886802945,0.830430228021659,0.95576859415752,1.06818326165412,0.752754047671926,0.869896781374133,1.45932018032106,1.67609803413151,0.997559671350009,0.872877921848895,1.19094772386348,1.99753761472691,2.15597935410083,1.56240611234267,0.579389363304697,0.456039044153734,0.438966358961603,0.245157765555041,0.211961466889057,0.281724287484939,0.440106763850873,0.368992954353942,0.562753226852784,0.647873969897537,0.566818057105387,0.584150913524,0.350753612005941,0.229000406075482,0.210003233969985,0.154291020552799,0.212659381213534,0.0720201352545368,0.256920033454415,0.171245701564332,0.244495676613948,0.270880548338953,0.0275427747638378
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Mexico,MEX,..,1.68876033123301,2.67181718077609,2.69030323303202,2.81229960727462,2.29631335769707,3.01338733567822,2.78106867063967,3.49742348752218,2.9877290917854,2.08414170795053,3.83652713043992,1.45258915052409,1.94422301342699,2.76142218557102,2.08303784883143,2.5615701212149,2.81394170239287,2.16888289656188,2.74220134218643,3.06821035154364,2.37188032095091,2.48685750021276,3.77607805645799,2.47719212505446,2.20848433629662,2.28836855124077,2.4510099356897,2.12551917782763,2.50587999844817,1.98196140419983,0.827862093569894,1.20966687256407,1.52072722395263,1.00821547984529,1.4335842744963,1.58525508600361,1.78524761396019,1.78364352504343,1.01617964153906,0.836993805669309,1.40362560203012,1.02977958081173,1.16680263251742,1.01665042106109,0.990099739243807,0.64118087371516,0.399333339304635,0.82300241619256,0.520921590909091
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Malaysia,MYS,..,1.98111049295111,3.68689336269238,5.41625984914692,1.20275464255821,2.50697705748044,2.31458721219734,2.93582038058561,4.47130958598651,3.27094402931735,3.14122940365348,3.49431175959971,2.8290573817453,5.07446032143377,4.26864663854031,0.056692316075743,3.28081949125174,4.68684578287436,4.72716484834358,2.73438734940078,3.50787262049413,2.92094209456765,3.16612432250471,0.597029318252079,4.03842862393764,4.92146666489341,2.99775085201457,5.13624115805328,5.03534293107292,4.71024540158831,5.82961425798395,7.4828391233144,8.76047440214555,8.13632963600558,5.29807441993266,4.29333056736689,2.03962299468874,1.31343634347508,1.76271777377718,2.22666868667977,2.34946607947751,4.15365396776224,5.21254407721585,5.05788624278183,3.81368591872655,2.70334351108458,3.05653847627618,3.08905338613725,3.45024034295074,3.76920863765598
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Morocco,MAR,..,0.758899868035705,1.75205980018911,1.59422321445366,1.16907334587558,1.33479789567415,2.78337936840164,2.26092196120538,1.93000540251056,2.94611108390154,2.95925435484489,2.90386264044041,2.65758712641507,2.29046840496639,1.22998245838351,1.94782744330848,2.42213508852786,3.24999332315429,3.24283497739456,2.42635467647838,1.35118647717804,3.98561984754306,1.02035757811393,6.44412928365454,0.991581858750167,1.7874170345466,0.663931270652036,2.75709006484814,0.828037045779585,0.85771412858708,1.5473605424266,1.55254686699352,1.25320990888604,0.983294101452129,0.547127982880134,0.634848536184199,0.329354802876929,0.273716353967507,0.00282180702047283,0.133245210382206,0.316966266628329,0.283813089564468,0.449507874529748,0.329327215867978,0.411515549241936,0.0467417738791582,0.0888421546429238,0.0723458156796221,0.396637975801619,0.0558718088894875
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Niger,NER,..,6.09752097627898,6.25880834283466,3.98812628006034,2.62395545283651,5.56378872795104,3.63037399478134,3.02823024727599,2.89774478323805,5.46761764113717,7.57591181433668,7.03516563238376,8.92367913404554,12.1645061403036,10.146689915564,8.62089060209857,3.87903143663185,1.72858641411291,0.847497530197073,1.13506754317923,0.649159742962507,0.545924466653103,0.281340736477619,0.922420853977935,0.703342920154778,0.0632545894461929,-0.0667540048083062,0.827804537088488,0.358757876839845,0.0970148994195164,0.210312271568008,-1.11892253762665,1.66527577730701,0.342091125281186,1.16188482395643,-0.0717675824661965,0.0945229639827406,0.286842506540654,-0.651652986812857,-0.651267015225408,0.0989819872245542,0.0673846599359961,1.39849172611569,-0.281573138051492,1.95811325284129,2.21824018551985,2.40411996021543,0.995004469779284,0.928972679285388,2.15085344372157
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Nigeria,NGA,..,0.514645981301694,-0.0391267487603444,0.751578312174957,0.55189350883869,0.485777628049364,0.183821495682229,0.64218292233626,0.853395742751916,0.621501637000126,0.817478467870197,1.06953936497778,1.52378233769127,2.133117701613,1.64207369186652,2.90024873175984,2.41373918254011,2.16919536982394,2.03575267319874,2.83629405374323,1.38037387490881,1.91462056992192,1.97158413526787,1.6186155582434,1.64832098964767,1.69906893526276,0.137154046877584,0.233794418819082,0.268818270165381,0.238321527429399,2.4368523472934,2.37190347099572,1.7223830155852,1.19672645365893,1.08795098954185,4.2820878623584,0.762696401992634,1.15906979546217,0.352544296705448,0.658452659833293,0.257421832470162,0.375338494548952,0.301613207804647,0.329731933868035,-1.15085580320592,0.655098278470821,0.577458571835853,1.22244833696418,0.933655815514096,1.69236151908443
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Netherlands,NLD,..,-26.7686982770768,1.48704290039353,-10.9532599562774,-23.7095109882189,-13.6740358407126,-30.7775269483508,23.5201922487149,34.567786396249,48.5010592798915,15.8698220389322,35.1314671422811,30.7005118317346,38.8132854366554,6.25075617339038,23.1185529746285,20.4123384575226,85.9785548363802,50.9095810861306,30.5011693880359,21.160832133529,3.51222378027642,5.35929233536402,12.0218639579935,15.1107005401962,9.19246841685974,8.57679525462929,2.64268189930439,3.67863987970945,2.69471320466118,1.87693869608483,1.80198693110724,1.70194435164588,1.71467155334591,3.348708621698,3.3083685937133,1.82288468502433,1.23429151964321,1.55552990021535,1.04446219147523,1.19128858664823,0.883701761973259,0.773407868992447,1.09447901539568,1.16577263139696,0.953214414860188,0.693287090917096,0.475848095529174,0.531511533494826,1.22750341157278
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Portugal,PRT,..,3.36672047455169,4.99366083705917,3.60836004516304,1.8141455418251,4.5038935303436,3.46584287446499,5.02041551787587,3.562829928033,0.63522205292535,5.43851031792652,6.43654323197598,7.21535195239501,4.23648756430893,3.77376819569615,2.35133912553896,2.96892594201258,2.50093088549298,6.41633004152,1.70741232717781,1.312247289237,6.26697257909762,0.436137292252841,5.02761444190449,6.14861920837231,0.581077558591109,4.89835270210409,2.31647209170026,1.28145373512429,0.579546715045669,1.27368069158283,1.6144453804152,1.74123247233615,2.74387019076576,3.3157901460563,2.86643686551845,1.635542856077,0.966875348980073,0.614648795347915,1.01061383736377,0.786032725358159,0.539059396254523,0.471810169311415,0.545658052239058,0.477104383867876,0.294123807244313,0.280971823329404,0.270130809871779,0.309839291173725,0.596204406499003
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Russian Federation,RUS,..,-0.496932674066668,-1.7564179452356,2.1943240262796,0.634851184443604,1.88851731564914,0.530060790633169,1.81409297475419,2.54849998807899,0.502607961400285,1.0698764102333,3.01940211363344,2.29079869889368,2.69236118071968,2.8308286983175,2.99212552042529,4.50269424864822,4.29895594841933,3.7977120943899,2.02980703784767,2.60618528064118,1.84237888462157,1.00553594478556,0.928663004211825,1.03116111575235,1.6622825455164,1.0191194251039,1.20135889262562,0.658454456416548,0.522256838168622,0.174540526074499,0.278287134511107,0.252231983166754,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Saudi Arabia,SAU,..,2.13599313445215,2.40941273850816,3.24317093669018,0.220799099220468,0.367200871217531,1.43413129202231,0.14182798116075,3.29652160509851,0.593089977213509,0.196849926790283,0.447216748826211,0.67871695840154,0.692228186347883,0.92367055868449,0.10169038708409,1.05925699592349,1.4845788453021,1.58553602335569,1.33515850333851,-0.129209725410009,-0.271772775519938,-0.323899963714203,0.0106659367777141,-0.992569099216106,-0.481664272911208,2.91838054679438,1.83140466437342,-0.710606970934713,-1.30781764216435,0.258430621127419,1.02821764581848,-0.0575786497959332,0.121007480168667,1.5823604411403,-0.685234714501094,-0.371645805536142,-1.36918319929621,1.11075731577637,0.472986476461369,4.0542268048634,3.82739187734717,7.26204697676746,3.52601241946209,-1.94014791658764,-1.13582570125291,0.692635049482709,1.05536457905215,-0.619633531201469,3.98711424628594
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,South Africa,ZAF,..,0.904212789791453,2.27046857469366,9.66026533638012,0.933073684352394,1.31407752293306,1.37429117153459,0.539673956759456,0.684612553455795,0.438735792056359,1.5193274375398,2.05358095229684,1.06492249485696,0.903381424332558,0.884904611686012,2.31217470344994,3.12686614310453,1.97755772219349,0.205125538574008,2.25781874505445,0.274199790569949,0.397492744432543,1.14635726911695,5.36834529785161,0.638427514423677,0.992187596290559,0.359738435986599,2.25505250994968,0.500131495666207,0.72694450392697,0.243895398149911,0.00767048159682976,0.00228504771765059,0.187963513611019,-0.0600742002495874,-0.186208198144161,0.152377367726155,-0.198546075632057,-0.0688258892123962,-0.702215388638934,0.494284426190229,0.0736974743657925,0.383800264903532,0.069786313754756,-0.0115197239973003,-0.768651092662183,-0.21169444692039,-0.268926324335279,0.0447139703210994,0.438071225969157
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Spain,ESP,..,2.6512753496567,4.52740675341745,4.42272902452136,2.92165980781024,2.16052375036307,4.46748509754483,2.54039212306224,3.61722479660389,1.97131692755332,2.31642230011086,3.4608559063245,1.56638319794926,1.80375086205008,2.563698899873,0.638105873359213,4.5283253076988,4.62027011576258,2.60949621668351,2.33900873041994,2.36188994839376,3.38614000138608,5.55192357268812,4.60488653495273,6.77304093540067,3.09406238986491,2.53981875835884,1.59963097299184,1.52609695036777,1.34842263683776,1.65463950244582,2.05987295164998,2.10570224260596,2.16605085432865,2.60802970996433,2.03357704001565,1.86771026284268,1.43497964271408,1.37396544143913,1.08920479535639,1.03025351456358,0.949714762135756,0.910198417224102,0.842169847243306,0.641742740873184,0.651349561955394,0.734122494525176,0.45912606534724,0.403320215300682,0.595174112452752
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Sudan,SDN,..,..,1.11000421594226,1.52754029838982,2.65193447042229,2.55226968828806,3.51269523880448,2.58043876395005,2.49532759301928,3.34135261447755,2.52698516017578,3.92312074519106,6.14212434699966,3.15234852962884,3.50004539535845,3.3441756822644,2.54980980762297,2.53091571467554,4.06910716037147,4.4387993666553,5.67090591014718,6.31782319761386,3.93215499570306,3.65224475988548,3.19972610023634,3.47125085431825,3.29504622454876,0.838100557144089,0.00443542538902241,0.0867655755279249,0.77521934265809,-0.00180159687396155,0.00127987558620005,-0.00140362969327896,-0.0925352824411849,0.0162970421387532,0.0140545638678655,0.0963340683572216,-0.0809536067458037,-0.0376458485603618,0.0868803333848725,0.0767907880963063,0.192269322880932,0.179748939385306,0.098862797426216,-0.0315974239716941,0.0736893447518631,0.110281286582518,0.0971194937119114,0.0269536738537573
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Turkiye,TUR,..,0.979295414364425,1.50652874838996,1.57281948580071,1.06547131703503,1.24926755538016,1.59826004955637,1.30269498288905,1.59080974143791,2.22870440882429,1.42043970559208,1.41605893309676,1.56083222274036,1.92921838268011,1.17109180715754,1.32221487006924,2.57654907421017,3.23591904225539,3.62338249776751,1.98117883010132,0.68115320938217,0.541012064598093,0.450365943798731,1.66143648076133,0.358009205092114,0.305387059629681,0.340651307688551,0.42395554230848,0.397874164247705,0.522680250649018,0.465363886338255,0.37579865975877,0.530468058329858,0.536300486465289,0.474592695978886,0.618890490617133,0.389545326157192,0.131895736055962,0.165184331030378,0.147249647390691,0.188529397056885,0.0744293747932517,0.0854444253826652,0.133464118466017,0.0261537873284136,0.0836902919261366,0.0515835387824768,0.0460096563476285,0.0194363459669582,0.247595408004964
